ar100_mean,ar100_std,eval_loss_mean,eval_loss_std,map_mean,map_small_mean,map_small_std,map_std,probe_id,runs_ok,runs_total,score_mean,score_std
0.21177218109369278,0.0010484680533409119,0.3536435067653656,0.0005956292152404785,0.15740758180618286,0.09466911852359772,0.0008738115429878235,0.0007256120443344116,eff_d1_anchor_scale2p0_dense,2,2,0.11349065750837325,0.0008293516933917944
0.21758493036031723,0.0029398277401924133,0.2857339084148407,0.008925527334213257,0.16394773125648499,0.08323722705245018,0.0013220123946666718,0.0013385862112045288,eff_d1_res768,2,2,0.10745037831366062,0.001326984539628026
